ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,61.3,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,28.5,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,62.1,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,34,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,69.8,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,36.1,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,73,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,39,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,74.7,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,41.7,,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,7340.37,,,Currency: POL - Zloty (PLN) | Time unit: Per month | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,3658.64,,,Currency: POL - Zloty (PLN) | Time unit: Per month | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,7502.98,,,Currency: POL - Zloty (PLN) | Time unit: Per month | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,3842.91,,,Currency: POL - Zloty (PLN) | Time unit: Per month | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,8585.75,,,Currency: POL - Zloty (PLN) | Time unit: Per month | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity (local currency),POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,4079.34,,,Currency: POL - Zloty (PLN) | Time unit: Per month | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Establishment size coverage: All establishments with at least 10 employees
Portugal,Mean nominal hourly labour cost per employee by economic activity (local currency),PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,11.07,,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity (local currency),PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,9.56,,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity (local currency),PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,12.07,,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity (local currency),PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,9.76,,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
