ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,17.06,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,12.43,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,19.01,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,13.46,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,19.7,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,13.1,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,11.37,,Currency: ROU - Romanian leu (RON) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,3.86,,Currency: ROU - Romanian leu (RON) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,9.16,,Currency: ROU - Romanian leu (RON) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,3.99,,Currency: ROU - Romanian leu (RON) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,10.07,,Currency: ROU - Romanian leu (RON) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,4.49,,Currency: ROU - Romanian leu (RON) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,11.27,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,4.73,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,11.9,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,5.3,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,12.91,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,6.14,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Romania,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ROU - ES - Enquête sur le Coût de la Main-d'oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,13.32,,Currency: ROU - Romanian leu (RON),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
